u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,u11,u12,Label
-8.8996,-7.8596,-7.6883,-6.78,-5.7359,-5.7001,3.6975,3.9317,4.3087,4.3781,4.4029,4.8266,D01798_A16AX07
-4.4519,-4.3718,-4.2032,-3.0572,-2.9849,-2.9619,1.5111,1.5268,1.5333,1.537,1.5733,2.0094,D10127_A16AX09
-6.0102,-4.589,-4.5521,-4.5438,-4.282,-3.8761,1.5812,1.789,2.3849,2.6113,3.1477,3.22,D09893_A16AX10
-5.9563,-4.5935,-4.5276,-4.4824,-4.3517,-3.8296,1.5829,1.8998,2.2368,2.6362,3.1177,3.1426,D09894_A16AX10
-4.3941,-4.2717,-1.3332,-0.5534,-0.545,-0.5195,0.4881,0.4977,0.5115,0.5314,2.3224,2.3549,D02277_A16AX11
-4.7161,-4.6995,-2.1925,-2.1049,-1.7129,-1.7073,1.1432,1.5826,1.5966,1.6364,1.7455,1.7573,D03798_B01AA01
-2.8481,-2.8476,-0.9705,-0.9703,-0.8829,-0.8825,0.4118,0.4122,0.9848,1.0604,1.0619,1.0818,D08354_B01AA02
-4.7343,-2.9864,-1.6989,-1.6017,-1.4315,-1.0461,0.9101,1.0572,1.0991,1.1241,1.1507,1.1947,D08682_B01AA03
-4.7206,-2.9896,-1.7041,-1.4703,-1.4382,-0.9841,0.9109,1.0517,1.1054,1.1088,1.201,1.2799,D00564_B01AA03
-4.7237,-2.987,-1.7049,-1.4373,-1.2534,-0.9722,0.911,0.9647,1.0553,1.1081,1.143,1.2098,D01280_B01AA03
-4.7356,-1.7034,-1.4329,-0.8439,-0.8007,-0.7384,0.4705,0.4847,0.8462,0.9084,1.0562,1.1094,D05457_B01AA04
-5.279,-4.7257,-4.2891,-2.984,-1.7019,-1.5015,1.0852,1.112,1.1353,1.6345,2.0511,2.3598,D07064_B01AA07
-4.7214,-4.7192,-4.4021,-2.9763,-1.7604,-1.7,1.4653,1.5359,1.7391,1.7486,1.9383,2.0757,D07131_B01AA08
-2.8483,-2.8479,-0.9705,-0.9704,-0.8836,-0.8835,0.4113,0.4118,0.985,1.0614,1.0625,1.0817,D07135_B01AA09
-2.9782,-2.8461,-2.8419,-1.2464,-1.1951,-1.1715,1.0829,1.0902,1.0975,1.1999,1.4343,1.4578,D07136_B01AA10
-4.8187,-2.9107,-1.7037,-1.4523,-1.3565,-0.9554,0.931,0.9504,1.064,1.1535,1.2192,1.246,D07137_B01AA11
-2.8488,-2.8482,-0.9705,-0.9703,-0.8836,-0.8834,0.4113,0.4118,0.985,1.0615,1.0625,1.0815,D07969_B01AA12
-4.9554,-3.4692,-2.9706,-2.9695,-1.9655,-1.9236,1.4242,1.8051,1.9238,2.7057,2.7595,2.8074,D07138_B01AC01
-6.0462,-4.7285,-4.5911,-4.5745,-4.5135,-4.4776,1.5669,1.5684,1.5685,1.7809,2.0177,2.1492,D07139_B01AC02
-6.0299,-4.7266,-4.5876,-4.5234,-4.4969,-4.4821,1.5657,1.5678,1.5768,1.6461,2.003,2.1276,D07736_B01AC02
-4.1296,-4.1148,-3.8374,-3.837,-3.6634,-3.6499,1.3983,1.4074,1.4222,1.4418,2.6003,2.6204,D07140_B01AC03
-6.2567,-6.1877,-6.0305,-4.554,-4.4264,-3.5261,2.1276,2.1635,2.228,2.6968,2.772,4.3149,D07729_B01AC04
-6.2782,-6.1923,-6.0287,-4.5352,-4.4399,-3.495,2.1082,2.1556,2.2175,2.6654,2.6948,4.3432,D00769_B01AC04
-6.2164,-6.0419,-5.8943,-4.553,-1.1974,-0.9747,1.5704,1.847,1.9792,2.0526,2.1574,2.4955,D08594_B01AC05
-6.2168,-6.0422,-5.8954,-4.552,-1.1973,-0.9747,1.5703,1.8475,1.9792,2.0523,2.1568,2.4962,D01028_B01AC05
-6.2759,-6.2184,-4.8301,-4.819,-4.8004,-4.8003,3.1407,3.1462,3.1481,3.1727,3.2072,3.2177,D00302_B01AC07
-4.4273,-4.3959,-4.2551,-1.59,-1.576,-1.3331,0.8215,1.0891,1.443,1.4684,2.3275,2.3635,D03385_B01AC08
-4.4321,-4.4096,-4.2288,-2.4924,-2.1744,-1.586,1.0316,1.7378,2.0902,2.1259,2.3368,2.3794,D03385_N02BA15
-4.5517,-4.4643,-2.8893,-1.936,-1.3399,-1.1526,1.0041,1.1482,1.1873,1.2417,2.3916,2.4054,D00106_B01AC09
-4.5766,-4.4887,-2.8777,-1.9348,-1.3428,-1.1649,0.9275,0.9928,1.2096,1.2403,2.3772,2.4295,D01337_B01AC09
-4.5473,-4.4238,-3.6725,-2.6621,-2.0947,-1.3357,0.6938,1.2666,1.4719,1.6395,2.3719,2.4168,D07141_B01AC10
-4.5563,-4.4347,-2.8695,-1.9196,-1.3348,-1.1498,0.9973,1.0802,1.1805,1.235,2.3724,2.4117,D02721_B01AC11
-4.5809,-4.4341,-2.8723,-1.9191,-1.8686,-1.259,1.0643,1.1069,1.173,1.2351,2.3957,2.5739,D08065_B01AC11
-12.5321,-12.5185,-10.8603,-6.207,-6.1985,-6.1898,3.8029,3.8125,3.8763,5.0108,5.0775,5.8875,D06888_B01AC16
-10.5254,-8.7137,-8.5469,-5.701,-5.6988,-5.364,2.8325,2.8967,3.1221,3.3967,3.4432,3.5168,D08607_B01AC17
-10.2719,-8.6428,-8.6124,-5.6987,-5.6922,-5.3766,2.7877,3.1542,3.2624,3.4404,3.5928,3.7956,D01029_B01AC17
-4.4291,-4.3882,-4.2748,-4.1877,-4.186,-4.1816,1.4516,1.4523,1.8246,2.0757,2.3207,2.3651,D07142_B01AC18
-4.5852,-4.4238,-2.8643,-1.9233,-1.7754,-1.7063,1.2151,1.2376,1.3168,2.0833,2.385,2.4153,D02720_B01AC19
-4.5629,-4.4322,-2.8817,-1.9266,-1.3804,-1.3349,1.149,1.185,1.2385,1.4582,2.3773,2.4078,D01551_B01AC19
-4.5724,-4.3871,-1.9289,-1.9202,-1.4303,-1.373,1.053,1.078,1.336,2.1378,2.3563,2.4787,D06213_B01AC21
-4.5392,-4.4601,-1.9295,-1.9239,-1.4056,-1.3445,1.0465,1.0706,1.3121,2.1217,2.3618,2.4545,D08628_B01AC21
-6.2514,-6.2485,-6.0122,-4.5369,-4.38,-3.3955,1.9899,2.1551,2.2343,2.6858,2.7741,3.368,D05597_B01AC22
-3.7679,-3.2762,-2.8776,-1.4046,-1.2385,-1.0201,0.4923,0.5148,0.7935,0.9203,1.4954,1.9792,D01896_B01AC23
-4.7876,-4.3247,-3.7872,-2.8064,-2.701,-1.9552,1.4825,1.6167,1.8291,2.0855,2.4975,2.5612,D09017_B01AC24
-10.5216,-10.2734,-8.5937,-8.577,-8.5478,-8.3677,5.03,5.7165,5.7385,6.0022,7.1776,9.3687,D03359_B01AC25
-10.4892,-10.1961,-8.6078,-8.5623,-8.5069,-8.3718,5.0194,5.6387,5.7519,5.7646,7.2261,9.5462,D03361_B01AC25
-6.0372,-5.2302,-4.4388,-3.8648,-3.5717,-2.9699,1.3638,1.5357,1.5419,2.0424,2.0765,2.6127,D09765_B01AC26
-6.0423,-5.285,-4.4385,-3.8454,-3.5364,-2.9699,1.3664,1.536,1.5439,2.0299,2.0539,2.6256,D09766_B01AC26
-9.2143,-8.6828,-8.5618,-6.0467,-4.9832,-4.7354,2.8111,2.9282,3.0096,3.1161,3.5454,5.268,D09994_B01AC27
-12.7664,-12.4473,-10.7165,-10.153,-9.826,-8.9272,4.3328,4.8864,5.0093,5.2523,5.7884,6.1631,D00181_B01AE03
-6.0283,-6.0262,-5.6954,-5.6861,-4.8365,-4.8316,2.4631,2.6166,2.6413,2.9459,3.5524,3.5996,D07143_B01AE04
-6.0162,-5.7434,-5.7321,-4.8926,-4.8643,-4.8355,2.3478,2.5418,2.6344,2.6665,2.951,3.542,D01981_B01AE05
-7.7689,-7.4224,-5.8665,-5.3874,-5.1029,-4.919,2.2899,2.3876,2.5956,3.3286,3.6322,4.5775,D07144_B01AE07
-7.6156,-7.2549,-5.9584,-5.2439,-5.1739,-4.8903,2.3697,2.4563,2.4617,3.308,3.6179,4.48,D07082_B01AE07
-5.4515,-5.2642,-4.7737,-3.8382,-3.8357,-3.791,1.5538,1.6554,1.6628,1.8056,1.8498,2.6337,D07086_B01AF01
-6.0331,-4.786,-4.7573,-4.417,-4.2413,-4.201,1.712,1.8499,1.8563,2.3796,2.892,2.9719,D03213_B01AF02
-13.161,-12.8013,-12.6266,-11.6498,-10.9697,-10.9222,6.5465,7.2078,8.9672,9.771,9.8972,10.5684,D01844_B01AX05
-5.3859,-5.3776,-5.3286,-4.5654,-4.4189,-4.2009,1.7718,1.775,1.8069,2.3855,2.3884,2.8699,D00160_B02AA01
-5.3764,-5.3728,-5.3702,-4.5739,-4.4374,-4.1604,1.5607,1.7586,1.7617,1.7645,2.3746,2.3888,D01136_B02AA02
-5.3837,-5.3798,-5.3789,-5.3712,-4.4077,-4.2676,1.7647,2.0064,2.0135,2.0156,2.3044,2.3568,D07568_B02AA03
-9.9577,-9.9525,-6.5374,-6.2045,-6.1922,-6.1909,3.0179,3.0242,3.0486,3.8282,3.8775,5.867,D07606_B02AB04
-9.9607,-9.9322,-6.5367,-6.2068,-6.2064,-6.1917,3.0101,3.0207,3.04,3.8163,3.878,5.8765,D01766_B02AB04
-3.1279,-3.0607,-0.9463,-0.9414,-0.785,-0.7588,0.5891,0.7269,0.8509,0.8541,0.8797,1.1165,D00148_B02BA01
-3.148,-3.1443,-0.9364,-0.936,-0.6214,-0.5623,0.437,0.4393,0.4668,0.4749,0.8762,1.0975,D02335_B02BA02
-8.9276,-8.9225,-8.3922,-3.8948,-2.8306,-2.8254,2.1181,2.4136,2.5844,2.6021,3.0917,4.6457,D08177_B02BA02
-9.6575,-9.6494,-9.0923,-3.8077,-2.2302,-2.0338,1.9666,2.4059,2.434,2.5885,2.5905,5.0384,D01282_B02BX01
-5.8565,-4.6264,-4.2302,-4.2193,-3.7218,-3.0657,1.85,1.9804,2.2154,2.272,2.6281,2.9058,D01864_B02BX02
-8.9311,-8.9278,-8.3836,-5.8539,-5.7848,-4.6275,2.5257,2.5867,2.6234,2.9027,4.643,5.0931,D01525_B02BX02
-4.3958,-4.2891,-4.257,-2.5861,-2.465,-2.2016,1.4855,1.6961,2.286,2.3795,2.3975,2.7204,D03978_B02BX05
-10.8416,-10.8206,-10.2302,-10.228,-1.8608,-1.8533,2.6065,2.6147,2.6169,2.7042,5.6599,5.6728,D08016_B03AA01
-4.909,-4.9081,-4.7569,-4.7519,-1.3935,-1.3893,1.0958,1.9029,2.3586,2.3598,2.5696,2.5719,D01194_B03AA02
-4.9089,-4.9077,-4.7526,-4.7506,-1.3882,-1.3874,1.0877,1.9008,2.36,2.3602,2.568,2.5686,D01194_B03AD02
-4.4919,-4.4411,-2.6501,-2.3575,-2.3214,-2.2157,2.3394,2.3413,2.3579,2.4383,2.4444,2.4606,D02394_B03AA03
-4.5861,-4.5825,-4.4186,-4.4033,-2.4798,-2.0392,2.0226,2.1121,2.3622,2.3727,2.3944,2.4147,D08015_B03AA06
-10.8264,-10.8258,-10.2277,-10.2269,-1.7394,-1.7393,2.6003,2.6003,2.6004,2.6767,5.6505,5.6507,D01725_B03AA07
-10.8268,-10.8257,-10.2272,-10.2271,-1.7394,-1.7393,2.6003,2.6003,2.6003,2.6767,5.6504,5.6508,D01725_B03AD03
-10.8262,-10.8261,-10.2275,-10.2271,-1.7394,-1.7393,2.6003,2.6003,2.6004,2.6767,5.6504,5.6508,D04172_B03AA07
-10.8263,-10.8254,-10.2275,-10.2271,-1.7393,-1.7393,2.6002,2.6003,2.6004,2.6767,5.6506,5.6507,D04172_B03AD03
-6.0178,-5.9949,-5.0147,-4.9716,-4.9297,-4.9172,3.0141,3.2873,3.507,3.5082,3.523,3.5362,D07145_B03AB03
-8.9015,-7.8544,-7.6589,-6.7724,-5.7745,-5.7031,3.7803,3.8982,4.3252,4.3859,4.4003,4.8004,D00070_B03BB01
-8.8915,-7.8438,-7.6283,-6.7661,-5.7768,-5.7028,3.7637,3.8905,4.2965,4.3663,4.3965,4.8191,D07985_B03BB01
-5.3913,-5.3774,-5.3454,-4.0721,-2.042,-2.0411,1.7302,1.735,1.7352,3.0217,3.0534,3.084,D00396_B05BB03
-5.3888,-5.3726,-5.3458,-4.0709,-2.0429,-2.0422,1.7287,1.7299,1.7354,3.0382,3.0612,3.1037,D00396_B05XX02
-5.905,-5.9047,-4.641,-4.2372,-4.2371,-4.2183,1.7709,1.8189,1.8191,2.9106,2.9106,4.0806,D00023_B05BC02
-5.905,-5.905,-4.6411,-4.2371,-4.237,-4.2181,1.7709,1.819,1.819,2.9107,2.9107,4.0806,D00023_D02AE01
-5.905,-5.9049,-4.6414,-4.2369,-4.2369,-4.2184,1.7709,1.819,1.819,2.9107,2.9108,4.0806,D03383_B05BC02
-5.9051,-5.905,-4.6414,-4.2371,-4.2369,-4.218,1.7709,1.819,1.819,2.9107,2.9108,4.0807,D03383_D02AE01
-2.1458,-2.1346,-2.131,0,0,0,0,0,0,0.4219,0.4316,0.4426,D07666_B05CA01
-2.141,-2.1362,-2.1327,0,0,0,0,0,0,0.4245,0.4293,0.4391,D07666_D08AJ03
-2.1788,-2.168,-2.1263,0,0,0,0,0,0,0.4131,0.433,0.4538,D07666_D09AA07
-2.1505,-2.1368,-2.1304,0,0,0,0,0,0,0.4242,0.4265,0.4371,D07666_R02AA06
-2.1493,-2.1417,-2.1382,0,0,0,0,0,0,0.428,0.4332,0.4373,D01062_B05CA01
-2.168,-2.1678,-2.1581,0,0,0,0,0,0,0.4174,0.4214,0.4342,D01062_D08AJ03
-2.1378,-2.1346,-2.1287,0,0,0,0,0,0,0.4273,0.4342,0.4342,D01062_D09AA07
-2.1594,-2.1494,-2.1309,0,0,0,0,0,0,0.4119,0.4218,0.4373,D01062_R02AA06
-5.865,-5.6725,-4.6337,-4.6004,-4.2282,-4.2199,1.8467,1.9791,2.0415,2.2069,2.5459,2.9035,D00862_B05CA03
-5.8604,-5.6729,-4.6336,-4.6009,-4.2285,-4.2181,1.8494,1.982,2.0412,2.2256,2.5465,2.8998,D00862_D08AF01
-5.8662,-5.673,-4.6262,-4.5998,-4.2275,-4.2183,1.8473,1.9806,2.0416,2.2121,2.5455,2.9017,D00862_D09AA03
-5.8643,-5.6729,-4.635,-4.6004,-4.229,-4.2186,1.8493,1.9791,2.0413,2.2154,2.5459,2.9012,D00862_P01CC02
-5.8557,-5.6737,-4.6402,-4.6001,-4.2284,-4.218,1.8476,1.9826,2.0407,2.2272,2.546,2.9065,D00862_S01AX04
-5.8698,-5.6723,-4.6285,-4.6003,-4.2261,-4.2202,1.8447,1.9782,2.0416,2.1952,2.5456,2.9054,D00862_S02AA02
-9.3712,-9.3527,-8.6486,-5.1052,-5.1048,-4.1638,1.6159,2.4064,2.5364,2.6118,3.9745,4.2636,D00870_B05CA04
-9.383,-9.3472,-8.6675,-5.1059,-5.1042,-4.1634,1.6171,2.4046,2.5349,2.6273,3.9602,4.2353,D00870_D06BA04
-9.3698,-9.3539,-8.6624,-5.1043,-5.1039,-4.1634,1.6193,2.4074,2.5388,2.6122,3.9679,4.2577,D00870_J01EB02
-9.3751,-9.3509,-8.6563,-5.105,-5.105,-4.1655,1.6167,2.4072,2.5355,2.6119,3.9673,4.2632,D00870_S01AB01
-10.3778,-10.3224,-9.3184,-9.3109,-8.6902,-8.6876,5.0627,5.2434,5.3921,5.4246,6.3033,6.3263,D07146_B05CA05
-4.2563,-4.039,-3.8727,-3.8652,-3.8552,-3.8253,1.5374,1.5838,1.6743,1.7639,3.1834,3.3259,D07426_B05CA07
-5.1101,-5.1079,-5.1076,-5.103,-2.0696,-2.0676,0.9201,1.3667,1.3865,1.6892,1.787,1.9063,D01248_B05CA08
-5.1095,-5.1085,-5.1076,-5.1024,-2.073,-2.0709,0.9156,1.3668,1.386,1.6914,1.7854,1.9066,D01248_D08AA01
-4.5953,-4.5745,-4.5612,-4.4805,-4.4617,-4.4404,2.3743,2.3787,2.3897,2.4423,2.5121,2.5349,D05855_B05CB02
-4.5879,-4.586,-4.5824,-4.4097,-4.4039,-4.4015,2.3655,2.3742,2.3797,2.3919,2.4398,2.4567,D01781_B05CB02
-6.108,-6.1078,-5.8858,-1.8078,-1.8078,-1.5615,0.9813,2.3631,2.3631,2.7797,3.4071,3.4072,D01203_B05CB04
-6.1082,-6.1079,-5.8858,-1.8079,-1.8078,-1.5615,0.9813,2.3632,2.3632,2.7796,3.407,3.4073,D01203_B05XA02
-3.8559,-3.1678,-2.244,-1.9218,-1.9165,-1.9127,1.6722,1.9797,2.3286,2.3299,2.3393,2.3671,D00009_B05CX01
-3.8558,-3.1679,-2.2439,-1.9216,-1.9165,-1.9125,1.6722,1.98,2.3285,2.3299,2.3393,2.3671,D00009_V04CA02
-3.8558,-3.1677,-2.244,-1.9217,-1.9165,-1.9126,1.6722,1.9799,2.3285,2.3298,2.3394,2.367,D00009_V06DC01
-3.8555,-3.1668,-2.2486,-1.9214,-1.9154,-1.909,1.6819,1.9726,2.3268,2.3393,2.3528,2.3937,D02325_B05CX01
-3.8537,-3.1704,-2.2461,-1.9217,-1.9134,-1.9086,1.6821,1.8755,2.3275,2.3301,2.3604,2.3939,D02325_V04CA02
-3.8579,-3.1723,-2.2325,-1.9198,-1.9171,-1.9079,1.657,1.9752,2.3179,2.3377,2.346,2.3736,D02325_V06DC01
-5.3824,-5.3688,-5.3667,-4.6344,-4.5834,-4.4428,1.7549,2.1645,2.3807,2.5249,2.5518,3.5315,D00011_B05CX03
-4.5657,-4.432,-1.3341,-0.2403,-0.208,0,0,0,0.1848,0.3863,2.3621,2.4225,D01779_B05XA08
-10.3952,-10.0207,-9.7162,-9.7162,-2.4796,-2.1144,3.4275,3.5962,3.6375,4.8269,5.0039,5.1124,D04836_B05XA10
-4.5657,-4.4314,-1.334,-0.2403,-0.208,0,0,0,0.1848,0.3863,2.362,2.4226,D01154_B05XA17
-12.512,-12.4968,-10.8107,-6.2074,-6.1859,-6.1819,3.7861,3.7887,3.8674,5.0026,5.0601,5.87,D01126_B05XB01
-12.5243,-12.4794,-10.8063,-6.2037,-6.1865,-6.1746,3.7771,3.7915,3.8856,4.9954,5.0681,5.865,D06483_B05XB01
-5.3781,-5.3689,-5.3667,-5.3581,-5.3541,-5.345,1.7836,2.3316,2.3363,2.3658,2.3919,3.5081,D02304_B05XB03
-12.5883,-12.5434,-12.5118,-12.4995,-12.4912,-12.3293,5.0323,5.0443,5.104,5.9194,5.9603,5.9631,D04492_B06AC02
-4.7262,-4.4185,-3.2768,-3.1897,-3.1823,-3.1557,1.8709,1.9073,1.9243,1.94,2.1103,2.1992,D06881_C01AA01
-4.8482,-4.4318,-3.2015,-3.185,-3.1756,-3.1726,1.8614,1.8892,1.8901,1.9108,1.9133,2.1808,D07555_C01AA02
-4.7809,-3.2177,-3.1753,-3.174,-3.1735,-3.1714,1.8915,1.9084,1.9177,1.9502,1.9722,2.4679,D00297_C01AA04
-4.7053,-3.2427,-3.2227,-3.1821,-3.1659,-3.1639,1.9004,1.9495,1.9932,2.0025,2.0081,2.4598,D00298_C01AA05
-4.8748,-4.4308,-3.1951,-3.1882,-3.1866,-3.1713,1.9244,1.9385,1.9628,1.9936,2.1774,2.5684,D01972_C01AA06
-4.6008,-3.2482,-3.1628,-3.1596,-3.1594,-3.159,1.9316,1.9548,1.9865,2.3009,2.35,2.4349,D01240_C01AA07
-4.6977,-3.2407,-3.1631,-3.1611,-3.1596,-3.1561,1.7912,1.8767,1.9155,1.9308,1.9311,1.9374,D09847_C01AA08
-4.6856,-3.2429,-3.2035,-3.1723,-3.1512,-3.1448,1.8456,1.8756,1.8816,1.9074,1.9529,1.9576,D02587_C01AA08
-4.8223,-4.5236,-4.468,-4.4379,-4.4286,-4.3479,1.6132,1.6629,1.8652,1.9102,1.9161,1.9456,D07147_C01AA09
-4.7454,-3.1745,-3.1448,-2.3459,-2.2402,-1.9102,1.5398,1.8238,1.8367,1.9164,1.9344,2.4463,D01379_C01AB01
-4.752,-3.2215,-3.1509,-3.1408,-2.254,-2.2254,1.9316,2.2762,2.3924,2.4097,2.5043,2.5947,D00112_C01AC01
-6.044,-4.5789,-4.54,-4.4712,-2.9142,-2.2489,1.474,1.5373,1.5541,1.5671,1.9583,3.1725,D08458_C01BA01
-6.0471,-4.5682,-4.5395,-4.4521,-2.8975,-2.2383,1.4731,1.5333,1.5573,1.5663,1.9486,3.1525,D00642_C01BA01
-6.0474,-4.5819,-4.536,-4.4564,-2.897,-2.2518,1.4744,1.536,1.5582,1.5649,1.9553,3.1876,D00643_C01BA01
-6.0473,-4.5539,-4.548,-4.4381,-2.8921,-2.2453,1.4736,1.5282,1.556,1.5668,1.9498,3.1553,D02272_C01BA01
-6.0211,-4.5723,-4.5692,-4.5024,-2.878,-2.2268,1.5461,1.5534,1.5637,1.617,1.9443,3.1737,D08459_C01BA01
-5.9583,-5.1017,-5.0991,-4.6185,-4.5936,-4.5403,1.5739,1.6044,1.6064,2.6235,3.0929,3.242,D08421_C01BA02
-5.9597,-5.1113,-5.1001,-4.5948,-4.5825,-4.5409,1.5732,1.5887,1.617,2.64,3.1008,3.1288,D00477_C01BA02
-6.0455,-4.917,-4.4514,-4.4454,-4.4302,-4.2542,1.6677,1.8301,1.907,1.9393,2.0997,2.9784,D00303_C01BA03
-6.0349,-4.7725,-4.4715,-4.4608,-4.4518,-4.2134,1.5824,1.6544,1.7838,1.8116,2.4278,2.9673,D00637_C01BA03
-6.0314,-6.0191,-4.6005,-4.5338,-4.5253,-4.523,1.5802,1.5812,1.5894,1.6113,1.6178,3.1348,D01041_C01BA04
-6.0122,-6.0067,-4.5999,-4.5364,-4.5265,-4.524,1.58,1.5822,1.5884,1.6123,1.6172,3.1362,D02239_C01BA04
-7.2218,-6.0344,-5.4627,-4.5534,-4.5313,-3.0434,2.2581,2.3053,2.3149,2.4802,3.4978,3.9608,D00199_C01BA05
-7.217,-6.034,-5.459,-4.5645,-4.5136,-4.4233,2.2525,2.3089,2.3141,2.4805,3.4815,3.9629,D04774_C01BA12
-6.0096,-5.0202,-4.576,-4.5568,-3.7437,-3.2717,1.5915,1.7782,1.9791,1.9884,2.7519,3.0091,D00358_C01BB01
-6.0184,-5.0712,-4.5757,-4.5595,-3.8065,-3.2209,1.6073,1.7727,1.9121,2.0014,2.7493,3.0323,D00358_C05AD01
-6.0299,-5.0503,-4.5808,-4.5802,-3.8357,-3.2356,1.6386,1.7747,1.9533,1.9824,2.7317,2.9939,D00358_D04AB01
-6.0241,-4.9939,-4.5799,-4.5627,-3.8302,-3.2362,1.609,1.7562,1.9442,1.9814,2.7318,2.9856,D00358_N01BB02
-6.0419,-5.024,-4.5689,-4.5521,-3.8389,-3.2155,1.6162,1.7754,1.9352,1.9596,2.7532,2.9988,D00358_R02AD02
-6.0147,-5.02,-4.5705,-4.5607,-3.784,-3.22,1.617,1.7629,1.8995,1.9783,2.6703,3.0021,D00358_S01HA07
-6.0262,-5.0678,-4.5844,-4.5602,-3.7733,-3.257,1.6124,1.7733,1.9674,1.9712,2.7258,3.0081,D00358_S02DA01
-6.0325,-5.0249,-4.5764,-4.5747,-3.7701,-3.2814,1.6241,1.7712,1.9574,1.9936,2.7379,3.0113,D02086_C01BB01
-6.0121,-4.986,-4.5874,-4.5692,-3.7673,-3.2338,1.6199,1.7674,1.9196,1.9598,2.8275,3.0148,D02086_C05AD01
-6.0245,-5.0352,-4.5582,-4.5581,-3.7752,-3.2163,1.6147,1.7745,1.9069,1.9847,2.6608,2.9916,D02086_D04AB01
-6.0376,-5.0659,-4.5736,-4.5601,-3.7655,-3.2579,1.6156,1.7791,1.9486,1.9807,2.7077,3.0102,D02086_N01BB02
-6.0125,-5.0045,-4.579,-4.5352,-3.7564,-3.2312,1.6192,1.7481,1.9129,2.0048,2.7758,3.0365,D02086_R02AD02
-6.0462,-4.9787,-4.5629,-4.5629,-3.8117,-3.2515,1.6148,1.761,1.9331,2.0051,2.725,2.9969,D02086_S01HA07
-6.0313,-5.0103,-4.5722,-4.5644,-3.8078,-3.2407,1.6089,1.761,1.9369,1.9875,2.724,3.0068,D02086_S02DA01
-6.0145,-5.0398,-4.5684,-4.5643,-3.7822,-3.2418,1.5953,1.7696,1.9074,2.0889,2.579,2.9965,D08127_C01BB01
-6.0351,-5.0253,-4.5762,-4.5741,-3.8326,-3.2461,1.6255,1.7718,1.9527,1.9831,2.7063,2.9769,D08127_C05AD01
-6.0251,-5.018,-4.5835,-4.5758,-3.793,-3.263,1.6248,1.7704,1.9574,1.9893,2.7605,3.0075,D08127_D04AB01
-6.0321,-5.0343,-4.5805,-4.5798,-3.7801,-3.2656,1.6266,1.7739,1.9558,1.9879,2.7388,3.0056,D08127_N01BB02
-6.0193,-5.0417,-4.5708,-4.5508,-3.7572,-3.2285,1.6049,1.7733,1.9186,1.9956,2.7354,3.0082,D08127_R02AD02
-6.0335,-5.0229,-4.5719,-4.5704,-3.7964,-3.2272,1.6273,1.767,1.9254,1.9604,2.7034,3.0058,D08127_S01HA07
-6.0189,-5.007,-4.5745,-4.5689,-3.8446,-3.2193,1.6243,1.7617,1.9289,1.9589,2.779,2.9939,D08127_S02DA01
-5.3766,-5.3732,-5.3642,-4.1273,-1.3814,-1.0696,1.5457,1.5462,1.5589,1.7485,1.7565,1.7644,D08215_C01BB02
-5.3765,-5.3742,-5.3615,-4.1294,-1.3893,-1.0836,1.5446,1.5459,1.5676,1.752,1.7521,1.7596,D00639_C01BB02
-5.3928,-5.3626,-5.3558,-4.5974,-3.7842,-3.2527,1.7527,1.7978,1.7991,1.9217,2.6912,3.0107,D06172_C01BB03
-5.3929,-5.3617,-5.3592,-4.603,-3.785,-3.2542,1.753,1.7958,1.7997,1.9203,2.6701,3.0112,D02088_C01BB03
-6.0411,-4.5669,-4.5609,-4.5533,-3.011,-2.9205,1.4353,1.4404,1.5908,1.5932,1.5994,2.5878,D02969_C01BB04
-6.0434,-4.5665,-4.5436,-4.5294,-3.0011,-2.8985,1.4244,1.4419,1.58,1.5816,1.5934,2.5339,D01326_C01BB04
-5.7145,-5.6857,-4.381,-4.3431,-2.7933,-2.0455,1.5631,1.5651,1.5753,1.735,1.7712,3.0338,D08435_C01BC03
-5.6847,-5.6522,-4.3932,-4.3722,-2.7871,-2.047,1.5727,1.5842,1.6011,1.7651,2.3752,3.155,D00640_C01BC03
-5.708,-5.6848,-4.3964,-4.3395,-4.1454,-3.8164,1.8045,2.0797,2.6425,2.6834,2.6957,3.2627,D07962_C01BC04
-5.7347,-5.6581,-4.4018,-4.3743,-4.1276,-3.8284,1.7894,2.6193,2.6705,2.6869,3.0467,3.1317,D00638_C01BC04
-6.0182,-4.5832,-4.5794,-4.4544,-3.8016,-2.7758,1.5746,1.5859,1.5976,1.7027,1.7075,2.5406,D08020_C01BC07
-6.0357,-4.575,-4.5548,-4.4778,-3.8142,-2.7394,1.549,1.556,1.577,1.583,1.702,1.8022,D04778_C01BC07
-5.9427,-4.6238,-4.6094,-4.6059,-3.6376,-3.095,1.5862,1.593,1.6255,1.6985,1.9485,3.1382,D07894_C01BC08
-6.0069,-4.6112,-4.5963,-4.5181,-3.6247,-3.1156,1.4668,1.5857,1.5903,1.5977,1.9423,2.4395,D03991_C01BC08
-6.0208,-4.5693,-4.5679,-4.5299,-3.7497,-1.5116,1.4262,1.4417,1.5892,1.5918,1.5956,1.7124,D02910_C01BD01
-6.0196,-4.5733,-4.5692,-4.5687,-3.7625,-1.5274,1.4391,1.4544,1.5813,1.5829,1.5943,1.6882,D00636_C01BD01
-6.0024,-4.8151,-4.7912,-4.7704,-0.8823,-0.6311,1.4434,1.4458,1.4708,1.8468,1.8503,1.8767,D00645_C01BD02
