u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,u11,u12,Label
-4.1252,-2.8787,-1.9155,-1.6866,-1.2779,-1.2656,1.058,1.0979,1.1152,1.157,1.5688,1.7481,D01557-01
-9.6225,-8.828,-5.8317,-5.8141,-4.9588,-4.9558,2.7546,2.7822,3.0566,3.1176,3.5236,5.2788,D00621-01
-10.6067,-10.6049,-1.6673,-1.0918,-1.0918,-0.9665,0.7869,0.7883,0.7886,1.0031,1.2806,5.3066,D04276-01
-10.0543,-10.0492,-1.9121,-1.6945,-1.1467,-1.13,0.9713,0.9729,0.9729,0.9761,1.2135,5.3303,D04737-01
-1.0481,-0.7049,-0.601,-0.5668,-0.5619,-0.5381,0.2605,0.2717,0.2764,0.3092,0.341,1.1164,D01205-01
-9.6181,-8.8268,-3.6842,-3.0349,-2.0427,-2.0408,2.4901,2.6896,3.0146,3.1714,3.2766,5.2899,D04853-01
-3.6397,-3.0137,-2.3305,-2.3214,-1.9157,-1.8983,1.2847,1.4496,1.4565,1.65,1.9177,2.2816,D04208-01
-5.6989,-5.6978,-4.3565,-4.3467,-2.8889,-2.1908,1.565,1.5664,1.5707,1.7458,1.9943,3.0768,D01390-01
-9.3298,-9.3291,-9.325,-9.325,-9.3223,-9.3223,4.1313,4.1343,5.3251,5.326,5.3272,5.3284,D00052-01
-3.1586,-3.1584,-3.1581,-3.1568,-3.1537,-3.148,2.125,2.1326,2.1376,2.1592,2.1677,2.1893,D02452-01
-4.2796,-3.2021,-2.9967,-1.785,-1.235,-1.1419,0.8977,0.9431,1.5098,1.5223,1.5247,1.6381,D01565-01
-11.9907,-11.9873,-9.0883,-9.0882,-9.0882,-9.0816,3.5941,3.7379,3.7412,3.7413,3.7415,5.6387,D02478-01
-6.1775,-6.1576,-4.6933,-4.6907,-4.6808,-4.6657,2.1459,2.1544,2.2629,2.2835,2.6494,3.2596,D02134-01
-5.0818,-4.5499,-3.5557,-2.8848,-1.7939,-1.2319,0.5944,1.4573,1.5454,1.9289,1.982,2.049,D02638-01
-9.3215,-9.315,-6.3874,-6.1184,-5.7937,-5.7897,2.2691,3.1274,3.5455,3.737,4.3352,5.331,D04183-01
-4.2432,-3.8875,-3.8281,-3.827,-3.6599,-3.3281,1.9947,2.3406,2.3547,2.3901,2.533,2.6702,D04575-01
-2.7579,-0.476,-0.3765,-0.3729,-0.3164,-0.2999,0.3359,0.3422,0.3423,0.3479,0.3557,0.428,D02314-01
-1.0497,-0.7055,-0.5977,-0.5741,-0.5565,-0.5549,0.2446,0.2653,0.2763,0.3117,0.3148,1.1487,D03702-01
-13.5144,-13.5138,-13.4926,-6.0274,-4.6242,-4.6121,2.0649,2.1024,2.105,6.1698,6.2079,6.2319,D01853-01
-9.088,-9.0862,-8.5914,-5.1828,-4.2178,-3.8325,1.5191,2.3444,2.5605,2.577,3.7631,3.9851,D02449-01
-6.6654,-5.0917,-5.0902,-5.0742,-4.5915,-4.2932,2.1471,2.2249,2.2701,2.3647,2.9063,3.0835,D01680-01
-11.8042,-10.9688,-9.8997,-9.1611,-7.4487,-5.7993,3.7847,3.7883,4.0604,4.5136,5.0129,7.3164,D04008-01
-13.1285,-13.1244,-12.54,-12.5374,-10.9431,-10.9347,5.1223,5.1493,5.1854,5.1955,5.9317,5.946,D01350-01
-12.2023,-12.1971,-10.6171,-2.7164,-2.503,-2.4619,3.7225,3.7242,3.7674,5.0593,5.0835,5.8409,D04387-01
-10.7909,-10.7836,-4.3785,-4.2971,-4.0924,-3.7576,2.3826,2.5389,2.7676,3.0787,3.2418,5.3764,D01687-01
-6.2559,-6.0274,-4.6364,-4.6165,-2.2139,-1.5633,1.5688,1.5805,1.9606,1.9769,2.1204,2.3213,D01705-01
-13.2434,-12.3334,-7.1497,-7.1474,-4.4301,-3.8271,2.8705,2.8709,2.9858,2.9882,3.2428,5.136,D01238-01
-6.0323,-6.0295,-5.6519,-5.6488,-5.1959,-5.1923,3.0176,3.0386,3.039,3.0467,3.0476,3.4378,D01404-01
-3.1316,-2.3444,-1.3717,-1.1303,-1.1185,-1.0908,0.8242,1.0107,1.114,1.1659,1.3495,1.4242,D03487-01
-9.6237,-8.8283,-5.4907,-5.4839,-5.4816,-4.4272,2.6577,2.662,2.8853,2.9525,3.3921,5.2817,D00087-01
-8.2768,-8.2712,-5.004,-3.9269,-3.9247,-2.8258,1.9432,2.0008,2.0015,2.3488,2.4482,2.6751,D02521-01
-9.6224,-8.8274,-3.9955,-3.8265,-2.2414,-2.1951,1.1989,1.2776,1.3159,1.4732,2.4105,5.281,D02384-01
-6.162,-6.1533,-4.6968,-4.6947,-4.6878,-4.6836,1.5961,1.6025,1.6135,1.6158,1.6369,2.8319,D03024-01
-4.5168,-3.8711,-1.6706,-1.2604,-1.1761,-1.1402,0.5561,0.6019,0.7478,0.9139,1.2832,1.4302,D01385-01
-10.7865,-10.7806,-5.7621,-5.367,-5.3664,-5.3654,2.36,2.5446,2.7729,2.8788,3.799,5.3722,D02406-01
-9.6231,-8.8258,-4.7434,-4.4327,-4.4307,-3.2695,1.5854,1.6009,1.7804,1.8092,2.0292,5.2742,D01162-01
-5.1289,-4.5881,-3.6112,-3.4515,-3.439,-3.2441,1.7953,1.7965,1.891,1.9206,2.6131,2.6749,D02830-01
-6.0318,-4.6178,-4.6088,-4.6036,-3.1381,-1.7443,1.4705,1.4726,1.5716,1.5767,1.5769,2.0477,D03557-01
-7.1423,-6.7216,-5.1435,-3.8845,-3.7017,-2.0984,2.2963,2.5878,2.6034,2.6233,2.6306,3.7003,D03552-01
-10.0591,-10.0583,-10.0523,-10.0502,-3.7006,-3.7001,1.8446,1.845,1.9607,1.9609,5.3209,5.3224,D04577-01
-10.783,-10.7823,-9.3214,-9.3148,-5.089,-4.3751,2.5306,2.7625,3.0794,3.2324,5.3389,5.3761,D01863-01
-9.6261,-8.8259,-4.1884,-4.1883,-4.1877,-2.8584,1.1781,1.2181,1.2837,1.3722,2.2615,5.2754,D02728-01
-9.624,-8.8252,-5.3516,-4.6409,-4.4464,-4.2373,2.6564,2.7005,2.7464,2.89,3.8805,5.2712,D02505-01
-3.7038,-1.8768,-1.8625,-0.7649,-0.6922,-0.4823,0.4057,0.435,0.6166,0.6618,1.1776,1.2123,D01552-01
-5.0211,-4.0615,-3.7065,-2.9783,-2.5853,-2.2946,1.4789,1.5602,1.7495,1.7624,2.0112,2.7173,D00395-01
-5.3673,-5.3672,-5.3658,-4.1002,-0.8203,-0.6991,1.559,1.5595,1.5602,1.734,1.734,1.7344,D02803-01
-9.3184,-9.3124,-4.1521,-4.1519,-4.1483,-3.4197,1.3897,1.5897,1.6681,2.5569,2.7032,5.3324,D02323-01
-5.1829,-3.5366,-3.1505,-3.0308,-3.0298,-2.889,1.2394,1.3537,1.4395,1.6889,1.9824,2.8644,D03007-01
-7.5621,-7.5573,-0.9679,-0.9527,-0.6603,-0.6556,0.5405,0.5456,0.8986,0.9279,1.0313,2.3609,D04076-01
-6.3599,-6.0278,-5.0111,-4.6221,-4.6092,-4.5866,2.0758,2.2978,2.3048,2.3061,3.4268,3.9534,D02672-01
-9.3168,-9.3154,-2.04,-1.7273,-1.084,-0.8828,0.636,0.7368,0.8936,1.4218,1.6834,5.3361,D01975-01
-2.9676,-2.2781,-1.4648,-1.0928,-1.0921,-0.8531,0.5798,0.5907,0.5912,1.0056,1.0949,1.3975,D03099-01
-2.8727,-2.8722,-1.9025,3.2374,3.2383,4.8907,-2.8727,-2.8722,-1.9025,3.2374,3.2383,4.8907,D00801-01
-4.9436,-4.9399,-4.93,-4.929,-4.4327,-3.3121,1.5477,1.6022,1.6157,1.6218,1.9509,3.0511,D02070-01
-9.3298,-9.326,-9.3254,-9.325,-9.3246,-9.3231,4.1303,4.1365,5.3253,5.3265,5.3266,5.3276,D03946-01
-6.1684,-6.1608,-4.6995,-4.6909,-4.69,-4.6872,2.1621,2.4401,2.4817,2.6309,2.6597,3.3671,D04896-01
-4.6314,-4.5999,-4.5987,-4.4385,-4.4329,-4.4056,2.4349,2.4514,2.6448,2.6914,2.7082,3.15,D00854-01
-6.0324,-5.1114,-4.5839,-4.5683,-3.7032,-3.3082,1.6697,1.7702,1.961,2.1561,2.456,3.0458,D00358-01
-11.8287,-11.8121,-11.4249,-4.2611,-3.641,-3.0133,1.6247,1.8514,2.8311,3.8855,4.1008,4.132,D01510-01
-5.8923,-5.4428,-5.4428,-4.4903,-4.2216,-4.2208,1.8027,1.8085,1.8709,1.9756,2.0997,2.8719,D00862-01
-6.0286,-4.6062,-4.5864,-4.5676,-4.2794,-2.9996,1.5549,1.5633,1.5759,1.6889,1.7328,2.3824,D03860-01
-9.3157,-9.3123,-4.8777,-4.8646,-4.8615,-4.8204,2.1313,2.1603,2.2308,2.3193,2.5984,5.3299,D04713-01
-3.7023,-0.7914,-0.6224,-0.5471,-0.5034,-0.4972,0.4665,0.4675,0.4736,0.5043,0.6255,0.7003,D01056-01
-3.3271,-3.2821,-0.946,-0.8023,-0.6573,-0.5192,0.4853,0.5092,0.5707,0.6414,0.8269,1.4004,D02298-01
-4.5817,-3.4609,-3.2086,-1.5986,-1.2422,-1.1949,0.8718,0.9628,0.982,1.1539,1.5355,1.9889,D03460-01
-4.4317,-3.6428,-3.0547,-3.0133,-1.9133,-1.8984,1.238,1.3947,1.4226,1.4574,1.5688,1.8651,D03813-01
-6.0125,-4.4401,-3.697,-2.8149,-2.8063,-2.5871,1.4223,1.5717,1.8055,2.1693,2.695,2.7168,D00161-01
-9.3162,-9.3018,-2.7474,-1.7133,-1.2682,-1.1033,0.5664,0.572,1.4046,1.4335,1.4695,5.3464,D04277-01
-13.5242,-13.5067,-13.5022,-6.8582,-4.0629,-3.8755,3.2626,3.2837,3.468,6.1739,6.1935,6.2269,D01255-01
-6.3769,-6.1499,-5.8486,-4.6951,-4.6831,-4.4305,1.8711,1.9731,1.992,2.0387,2.0821,2.1988,D01659-01
-6.0291,-4.6622,-4.6586,-4.6262,-4.1647,-3.0032,1.5728,1.5756,1.5799,1.7429,2.4106,3.9292,D01358-01
-7.5143,-7.4007,-5.6799,-5.4227,-5.0386,-4.526,2.3487,2.6837,3.1166,3.201,3.9181,4.5949,D00412-01
-11.1536,-10.2303,-4.7951,-4.795,-4.7949,-3.8023,1.8653,1.9697,2.8072,2.8656,3.1402,5.2952,D02123-01
-9.3153,-9.3132,-4.4057,-3.8512,-3.6985,-2.5091,1.8286,2.0881,2.1004,2.618,2.6263,5.3334,D03300-01
-6.0267,-4.6145,-4.6073,-4.5685,-2.9179,-1.7933,1.4571,1.4757,1.575,1.58,1.5839,2.7552,D02102-01
-6.0299,-5.8638,-5.8514,-4.6043,-1.7558,-0.8663,1.5759,1.8494,1.9074,1.9917,1.9957,2.389,D02219-01
-5.3687,-5.3652,-5.3638,-4.109,0,0,1.5612,1.5613,1.5616,1.7338,1.7343,1.7346,D04609-01
-5.0758,-3.9585,-3.5802,-1.9133,-1.6802,-1.4086,1.1403,1.3144,1.371,1.4708,1.5383,1.692,D02559-01
-6.5111,-6.1685,-5.9854,-5.4329,-5.4145,-4.6747,2.4031,2.5072,2.5146,2.8408,3.604,3.9331,D02762-01
-4.3975,-3.8878,-3.8272,-3.1455,-3.0123,-1.911,1.4171,1.426,1.4623,1.4969,2.1568,2.705,D04645-01
-3.702,-3.5308,-2.5221,-2.3879,-1.6577,-1.5212,0.9324,1.0686,1.4776,1.5177,1.7169,1.8117,D01883-01
-6.169,-4.6957,-4.6946,-4.6668,-4.2165,-3.6583,1.5737,1.579,1.6339,1.6456,2.6956,3.2777,D03160-01
-5.4832,-5.4821,-5.482,-5.3791,-4.4331,-4.3489,2.0262,2.0284,2.0376,2.1689,2.406,3.0047,D01432-01
-4.4335,-3.3284,-3.0336,-3.0129,-1.4639,-1.4451,0.9514,1.0182,1.3493,1.452,1.4544,1.6107,D00952-01
-10.6292,-10.6084,-10.3153,-8.2355,-6.2498,-6.0287,3.7487,3.7524,4.2523,4.2574,4.2644,6.46,D04794-01
-9.3158,-9.3046,-4.4025,-3.918,-3.853,-3.7057,1.836,2.0423,2.6493,2.8762,3.122,5.3391,D03920-01
-10.0599,-10.0522,-4.207,-4.2064,-4.1991,-3.8559,1.9496,1.9572,2.6212,2.6338,2.6419,5.2966,D04599-01
-5.371,-5.3648,-5.363,-4.0993,0,0,1.559,1.5592,1.5595,1.7335,1.7342,1.7345,D00901-01
-3.9537,-3.9501,-1.9425,-1.9424,-1.9377,-1.9372,1.0039,1.0123,1.0127,1.0414,1.3564,1.3565,D00131-01
-5.0832,-4.1123,-3.7044,-3.5671,-2.9978,-2.5861,1.6678,1.7395,1.7487,1.8376,2.0036,2.8621,D03838-01
-4.7458,-3.2747,-1.2074,-1.0199,-0.9376,-0.8912,0.5676,0.6958,0.8569,1.0039,1.2238,1.5801,D01221-01
-6.4852,-5.8926,-5.4821,-5.4819,-5.4804,-4.4313,2.2311,2.2316,2.2812,2.3862,2.5268,3.8517,D01696-01
-9.3185,-9.3107,-8.6597,-8.6471,-3.3863,-2.9812,1.1851,1.4925,2.082,2.3356,2.5343,5.3399,D01274-01
-9.6236,-8.8266,-5.418,-5.4174,-4.6408,-3.8898,1.7666,1.7705,2.6334,2.6343,3.5177,5.2699,D00029-01
-5.8882,-4.4939,-4.2244,-4.2206,-4.1545,-4.1528,1.2573,1.8015,1.802,1.8252,2.5703,2.8749,D03757-01
-4.4336,-3.0442,-1.9117,-1.2054,-0.6644,-0.6602,0.3884,0.461,0.5082,0.8133,1.1319,1.6116,D00462-01
-11.1576,-10.2353,-3.9842,-3.8833,-3.8281,-3.488,2.1805,2.3819,2.9257,2.9377,2.9468,5.3196,D00910-01
-4.2648,-3.9986,-3.548,-3.168,-3.0281,-3.02,1.5672,2.1905,2.3853,2.6812,3.2076,3.6749,D03001-01
-18.0993,-18.097,-18.0919,-18.0919,3.9744,3.9744,3.9744,3.9744,3.9745,3.9748,3.9748,3.9753,D04400-01
-11.9871,-9.0851,-9.0831,-5.858,-5.8568,-5.3677,2.2587,2.3219,3.572,3.5995,3.7388,3.7405,D01166-01
-4.4773,-3.6931,-3.6887,-3.2393,-3.2287,-3.0493,1.9521,1.9539,2.3218,2.3226,2.3581,2.3751,D04077-01
-6.028,-4.623,-4.6155,-4.6087,-2.7329,-2.3391,1.4795,1.4838,1.5686,1.5692,1.5763,1.8421,D01410-01
-6.0324,-4.8502,-4.6213,-4.6161,-4.6091,-4.4876,1.5716,1.5764,1.6752,2.0493,2.3418,2.3702,D02667-01
-9.3189,-9.3133,-0.9143,0,0,0,0,0,0,0.5715,0.5722,5.3325,D00010-01
-9.6252,-8.8217,-5.8247,-5.8202,-4.9603,-4.9535,2.5781,2.5959,3.055,3.1849,3.5565,5.2729,D03765-01
-10.9818,-10.2312,-10.2308,-7.5103,-7.3971,-5.6743,3.2068,3.3782,4.5849,5.881,6.0902,6.0925,D00273-01
-3.6436,-3.6431,-3.6427,-2.7548,-2.3033,-2.1326,0.9844,1.0761,1.1149,1.7146,1.8628,2.8553,D00457-01
-3.7553,-3.7546,-3.7537,-3.5306,-1.9503,-1.5038,1.3254,1.3955,1.7111,1.7405,1.7436,1.8248,D00346-01
-10.7877,-10.7873,-10.7798,-10.7778,-3.0549,-3.0528,1.4693,1.4695,1.8677,1.8681,5.3222,5.3227,D00526-01
-5.8309,-5.8215,-5.4884,-5.4855,-5.4842,-5.4832,2.4096,2.5178,2.6309,2.8942,2.9324,3.1556,D03190-01
-6.6641,-5.0735,-4.5906,-4.3731,-4.286,-4.2204,2.1479,2.1803,2.2723,2.3858,2.9052,3.2302,D00914-01
-7.7627,-7.7599,-6.1707,-4.7033,-4.6929,-4.6784,1.4882,1.5142,1.5822,1.6153,1.6166,2.4654,D01973-01
-4.4333,-3.3253,-3.0416,-3.015,-3.0141,-2.3219,1.3392,1.376,1.4532,1.4602,1.6103,1.9907,D00973-01
-10.7908,-10.7768,-4.6955,-4.6918,-4.6912,-3.0594,1.7343,1.7521,1.7722,2.7198,2.7287,5.3508,D01153-01
-7.042,-7.032,-6.1598,-5.0351,-4.8242,-4.792,2.2779,2.42,2.4613,2.6608,2.8584,3.3213,D00853-01
-6.0312,-4.6335,-4.6236,-4.6016,-4.4788,-3.0314,1.5823,1.5887,1.6085,1.7472,2.5771,3.9362,D02972-01
-5.8752,-5.8508,-4.9284,-4.8959,-4.434,-3.0547,1.6271,1.7147,1.7322,1.7437,1.7881,2.2675,D01946-01
-5.3658,-5.365,-5.3644,-4.4125,-4.41,-4.1107,1.5616,1.7336,1.7341,1.7346,2.6156,2.622,D01186-01
-5.825,-5.8217,-5.8192,-5.8171,-4.4441,-4.4432,2.5733,2.6637,2.9732,3.1076,3.1378,3.2375,D00869-01
-3.8287,-3.1456,-2.2344,-1.9148,-1.9138,-1.9135,1.6281,2.3172,2.3179,2.3263,2.3482,2.3653,D00009-01
-9.3141,-9.3089,-5.7925,-5.7907,-4.8885,-4.8838,2.2651,2.3667,2.424,2.6356,3.544,5.3318,D04659-01
-10.0573,-10.0549,-10.0521,-10.0513,-3.7039,-3.7006,1.8427,1.8487,1.9579,1.9601,5.317,5.3231,D04593-01
-3.0209,-3.0139,-0.8128,-0.7857,-0.2479,-0.2109,0.2618,0.2621,0.2622,0.3562,0.7775,0.8349,D01433-01
-3.7497,-3.528,-1.9172,-1.9153,-0.8945,-0.6735,0.4497,0.4643,0.5131,0.9282,0.9466,2.3791,D02379-01
-5.4815,-5.481,-5.4793,-4.6962,-4.4369,-3.3349,1.7819,1.7834,1.7848,1.8205,2.1466,3.5586,D02787-01
-5.1424,-5.1399,-5.0628,-5.061,-3.8556,-3.8492,1.8069,1.8091,1.8512,1.8536,2.2375,4.1368,D01022-01
-9.6259,-8.8279,-5.8176,-5.8151,-4.8101,-4.4348,1.919,2.4279,3.4361,3.5257,3.6922,5.274,D00035-01
-6.6577,-6.4326,-5.8195,-5.8159,-5.072,-4.4481,2.3554,2.3973,2.76,2.8834,2.9855,3.1351,D04413-01
-4.4331,-3.3256,-3.0564,-3.0141,-1.6755,-1.4639,1.0967,1.3658,1.4521,1.4735,1.5649,1.8352,D00949-01
-5.7027,-5.6994,-4.345,-4.33,-4.1124,-4.1074,1.5658,1.574,1.5893,1.751,1.9921,3.1736,D00684-01
-14.3406,-8.6044,-8.5873,-6.1541,-4.7082,-4.7063,2.7617,3.0794,3.0918,3.7865,3.884,4.0546,D03745-01
-11.0445,-8.3741,-8.3713,-5.8554,-5.8543,-2.4989,2.3258,3.1096,3.4435,3.4458,3.5704,3.5777,D00538-01
-10.8023,-10.7804,-4.0883,-0.9195,-0.9092,-0.7993,0.7447,0.8504,1.0296,2.1754,2.2031,5.3065,D02411-01
-9.3167,-9.3064,-4.2088,-3.8542,-3.532,-2.1532,0.9381,1.0912,1.2398,1.4267,2.6441,5.3483,D03369-01
-4.433,-3.3259,-3.0576,-1.2056,-0.8801,-0.8024,0.4663,0.4793,0.4851,0.6413,1.1447,1.5686,D00957-01
-6.1691,-5.2324,-4.8686,-4.6889,-4.6594,-4.4339,2.6548,2.6641,2.9246,3.0458,3.0511,3.2485,D00429-01
-7.3688,-6.5765,-5.8615,-4.8875,-4.886,-4.7855,2.4522,2.4781,2.6824,3.096,3.2219,3.5657,D03384-01
-4.7467,-4.4305,-3.2734,-3.0558,-2.1453,-1.9133,1.532,1.5533,1.5698,1.5749,1.7875,1.9005,D02412-01
-3.9956,-3.0809,-1.3934,-1.0351,-0.8074,-0.6756,0.494,0.534,0.5953,0.8394,1.0627,1.72,D01381-01
-6.0299,-4.6039,-4.5903,-4.5869,-3.1647,-2.1189,1.4985,1.5591,1.5618,1.5728,1.9034,1.9244,D02125-01
-5.4461,-5.4407,-3.2311,-2.9882,-1.9149,-1.9145,1.6047,1.7039,1.8868,2.238,2.2907,2.4884,D01834-01
-5.2317,-3.7793,-3.676,-3.5289,-3.1193,-2.6796,1.3334,1.5075,1.5433,1.6473,1.7021,2.3974,D00697-01
-11.1566,-10.964,-10.9071,-10.9068,-10.5445,-10.2362,3.2224,3.8893,4.0838,4.0842,5.2829,5.3421,D01568-01
-4.4871,-3.7035,-3.6921,-3.6007,-3.0528,-2.975,1.7766,1.7791,1.8149,1.833,2.3189,2.3207,D01071-01
-9.6241,-9.6236,-8.8269,-8.8263,-3.983,-3.8801,2.3857,2.7388,2.8265,3.0004,5.2553,5.2894,D02503-01
-9.3144,-9.3054,-0.9091,-0.5755,-0.5749,-0.3773,0.3336,0.3745,0.566,0.5719,0.9037,5.346,D02276-01
-2.9307,-0.2418,-0.2417,0.0274,0.3566,0.3567,-2.9307,-0.2418,-0.2417,0.0274,0.3566,0.3567,D00017-01
-6.6657,-6.6608,-5.0752,-5.0735,-4.2225,-4.2224,2.0386,2.0391,2.1483,2.1484,2.9047,2.9053,D01807-01
-5.3675,-5.3652,-5.3638,-5.3637,-5.3628,-5.3623,2.6298,2.6476,2.649,2.6596,2.7776,3.0487,D00442-01
-6.031,-4.6048,-4.5946,-4.5901,-4.2144,-3.8523,1.4902,1.5657,1.5666,1.5766,2.66,2.6619,D00726-01
-4.0835,-4.0827,-3.82,-3.8196,-3.3781,-2.3841,1.5758,1.7572,1.7592,1.9704,2.8368,2.838,D02380-01
-4.7452,-3.287,-3.1535,-3.153,-3.1467,-3.1466,1.904,1.9183,1.9248,1.9266,1.9655,2.3588,D00298-01
-6.186,-6.0314,-6.0309,-4.605,-4.5873,-4.5834,1.9316,1.9849,2.1381,2.3711,3.1573,4.7033,D03005-01
-9.317,-9.3139,-4.4106,-4.2805,-3.8531,-3.6998,1.4525,1.4927,1.5203,2.2092,2.6235,5.3415,D01498-01
-4.1695,-4.1379,-3.6748,-3.6726,-3.6724,-3.6718,1.5637,1.8089,2.2672,2.6573,2.6603,5.9131,D01662-01
-6.0344,-4.6158,-4.607,-4.5723,-3.9196,-3.903,1.7404,1.7413,1.7994,1.9779,2.6297,4.0018,D00888-01
-9.6149,-8.8304,-2.8612,-1.9128,-1.1535,-0.999,0.8709,0.8945,1.1534,1.1693,1.2211,5.2811,D01337-01
-5.3551,-4.489,-4.1569,-4.152,-4.1493,-3.8553,1.1969,1.2656,1.8114,1.8276,2.3479,2.6055,D04239-01
-9.6229,-8.8279,-5.8268,-5.8161,-5.4846,-5.4831,2.9246,3.0643,3.1693,3.1705,3.1991,5.3047,D00212-01
-5.7007,-5.6947,-4.358,-4.3444,-2.8893,-2.1933,1.5655,1.5659,1.5707,1.7457,1.9929,3.0642,D03700-01
-4.429,-4.4242,-3.8895,-3.8309,-3.8295,-3.828,2.0042,2.0925,2.2395,2.3861,2.6514,2.6769,D03795-01
-9.6253,-8.8263,-5.4817,-5.4817,-5.4791,-4.1854,1.6284,1.7737,1.7881,1.7956,1.8121,5.2513,D01136-01
-9.6241,-8.8262,-5.0149,-4.8171,-3.881,-3.6436,2.1083,2.2171,2.2855,2.3892,2.8774,5.2778,D03571-01
-9.6232,-9.6229,-8.8285,-8.8283,-5.823,-5.817,3.2571,3.4372,3.4871,4.2752,5.2614,5.2857,D03775-01
-9.3121,-9.3118,-9.3097,-9.3068,-9.3,-9.293,3.2386,3.2874,3.9281,5.3407,5.3444,5.3571,D04749-01
-9.6223,-8.8285,-5.8274,-5.8159,-5.4843,-5.4827,2.9248,3.0644,3.1517,3.1706,3.2133,5.3048,D00926-01
-10.0584,-10.0442,-1.6939,-1.009,-0.8609,-0.8602,0.6937,0.7915,0.7958,0.9723,0.9723,5.3338,D01112-01
-6.6629,-5.075,-4.5878,-4.5828,-4.2247,-4.2214,1.7571,1.9372,2.0379,2.0394,2.1458,2.9073,D01151-01
-5.8529,-5.8307,-4.2105,-3.8511,-3.5326,-3.1715,1.3348,1.4233,1.5666,1.6816,1.7708,2.6445,D01810-01
-11.9779,-10.3375,-9.088,-9.0867,-9.0845,-9.0839,3.1344,3.5687,3.5738,3.7371,3.7382,5.5715,D01877-01
-10.7897,-10.7764,-10.62,-10.6186,-10.6098,-3.9595,2.7802,3.8221,3.825,3.8252,3.9634,5.3673,D00912-01
-5.698,-5.6966,-4.3631,-4.3448,-2.0326,-1.9154,1.5621,1.5671,1.5673,1.571,1.7455,2.9352,D04120-01
-9.7019,-9.0902,-9.0841,-7.3212,-5.634,-5.0263,2.763,2.8446,2.8827,2.9121,3.7771,6.6201,D04356-01
-5.3717,-5.3669,-5.3651,-4.1064,0,0,1.5612,1.5614,1.5619,1.7339,1.7342,1.7345,D04905-01
-5.367,-5.3665,-5.3646,-5.2166,-3.216,-3.2146,1.8806,1.9824,1.9835,1.9869,2.003,2.1991,D03451-01
-2.9665,-1.9022,-1.7684,-1.7635,-1.52,-1.4192,2.015,2.4223,2.5259,3.5787,4.4559,5.3283,D02284-01
-6.5399,-6.4918,-5.7937,-5.4594,-5.0993,-4.7445,2.8629,3.1709,3.6131,3.6455,4.1734,7.0453,D02103-01
-9.3216,-9.3073,-2.534,-2.5336,-2.4228,-2.3133,1.8276,1.9021,2.2043,2.3471,3.3952,5.3533,D00253-01
-4.4324,-3.0536,-1.2064,-0.8879,-0.4539,-0.4486,0.4035,0.4173,0.4735,0.4773,1.1506,1.5672,D01413-01
-6.1642,-5.2432,-4.6968,-4.6945,-3.8278,-3.3216,1.6679,1.7704,2.0047,2.2735,2.5146,3.0583,D03719-01
-4.6816,-3.2808,-1.2558,-1.1987,-0.8209,-0.2622,0.3756,0.3757,0.5568,0.7835,1.1955,1.5224,D04992-01
-4.8484,-4.2237,-4.2208,-3.6962,-1.6371,-1.2289,0.724,1.1167,1.4833,1.4854,1.8532,2.9056,D03628-01
-2.8945,-0.5761,-0.5139,-0.3988,-0.3696,-0.3696,0.3476,0.3796,0.4264,0.4922,0.5793,1.237,D00077-01
-6.0303,-6.0246,-5.0734,-4.8414,-4.5948,-4.5947,2.404,2.5924,2.9111,2.9982,3.0115,3.8183,D02371-01
-9.6244,-8.8273,-7.0543,-6.2236,-5.8353,-5.8179,2.821,2.8217,3.2971,3.4002,3.8733,5.239,D02203-01
-5.1419,-5.14,-4.1575,-4.1508,-4.1503,-3.6988,1.2509,1.5075,1.5908,1.6977,1.9609,5.095,D00586-01
-3.7242,-3.1721,-2.8921,-2.7958,-2.1709,-1.5901,1.1498,1.2364,1.2734,1.4645,3.0874,3.366,D00755-01
-10.7909,-10.7845,-4.3733,-4.2931,-4.0932,-3.7586,2.521,2.76,3.0723,3.1698,3.2429,5.3821,D01401-01
-6.0268,-4.6281,-4.6132,-4.5848,-4.2815,-3.0015,1.5198,1.5368,1.5696,1.5773,1.5824,3.8832,D04736-01
-1.9146,-1.911,-1.4976,-1.1746,-1.1306,-1.1305,0.771,0.7716,0.8166,0.8187,1.2248,2.2618,D00337-01
-5.3665,-5.3631,-5.3627,-4.2093,-4.1137,-3.8547,1.7347,1.792,1.8339,2.0864,2.3703,2.6367,D01097-01
-12.1931,-12.1908,-9.066,-6.2616,-3.3467,-2.4676,3.7185,3.7199,3.7208,4.2974,4.3117,5.8213,D04384-01
-6.172,-4.6773,-4.6683,-4.6682,-3.8702,-2.0224,1.5843,1.6175,1.6183,1.6462,1.7075,1.9559,D01785-01
-2.11,-1.8198,-1.0929,-1.0133,-0.6419,-0.4734,0.3836,0.4995,0.508,0.5912,0.8521,1.7602,D02414-01
-11.1588,-10.2341,-3.8826,-3.3163,-3.2763,-3.2761,1.8555,1.8557,1.9401,2.8591,2.8815,5.3193,D01473-01
-10.0551,-10.0505,-9.0916,-9.0802,-2.8119,-2.8096,1.1511,1.1812,1.1899,2.3311,3.4274,5.3325,D02446-01
-4.6735,-3.696,-2.8694,-2.3658,-2.1418,-2.1034,1.6487,1.6641,1.6794,1.6897,1.7007,1.7168,D04248-01
