u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,u11,u12,Label
-4.4847,-4.0029,-3.5871,-3.5331,-2.8865,-2.8162,1.7416,1.782,1.8316,1.8416,1.9433,2.1824,D07829-01
-3.4079,-3.4066,-2.3562,-1.915,-1.0992,-1.0418,0.7044,0.7631,0.7904,0.8182,1.5396,1.6191,D09634-01
-5.6964,-5.6964,-4.3478,-4.3279,-4.1127,-4.1098,1.565,1.5741,1.5899,1.7492,1.9923,3.176,D07534-01
-5.3688,-5.3628,-5.3612,-4.1056,-1.911,-0.9017,1.5593,1.5598,1.561,1.7331,1.7339,1.7351,D08038-01
-6.0289,-5.8752,-5.091,-4.6183,-4.6081,-4.2946,1.7343,1.8413,1.8692,1.8835,2.0136,3.0785,D08558-01
-13.2541,-13.2528,-12.8082,-4.8645,-4.4339,-4.4321,2.6925,2.918,3.0251,3.8876,4.0835,4.0857,D08218-01
-6.0276,-4.6073,-4.604,-4.5978,-3.7016,-1.5254,1.4576,1.4693,1.4731,1.5679,1.5702,1.5734,D08465-01
-6.0325,-4.6467,-4.6383,-4.6166,-4.2264,-3.0436,1.5537,1.5579,1.5728,1.575,1.7399,3.0448,D07400-01
-5.6955,-5.695,-4.3705,-4.3642,-2.8883,-2.1842,1.5648,1.5655,1.5666,1.7402,1.9912,3.1057,D07149-01
-6.1704,-4.833,-4.4358,-4.4333,-3.8866,-3.8269,1.4749,1.6025,1.7975,2.4015,2.6493,3.4937,D07674-01
-12.5133,-9.6251,-8.8245,-8.5978,-8.5915,-6.7748,2.9748,3.2836,3.3339,3.6198,5.2466,7.6595,D05022-01
-3.2649,-2.1323,-1.619,-1.2275,-1.2238,-1.0903,1.0388,1.0503,1.108,1.206,1.2929,1.6063,D06215-01
-5.0225,-4.0624,-3.7044,-2.978,-2.585,-2.2939,1.4788,1.5601,1.7494,1.7604,2.0116,2.717,D05739-01
-3.6491,-3.6471,-3.6421,-3.6403,-3.6397,-3.6395,3.7389,3.7846,4.2804,4.6092,5.7823,6.4124,D05438-01
-6.0299,-6.0279,-4.6119,-4.605,-4.6006,-4.5917,1.5785,1.7544,2.0514,2.3601,2.3665,4.638,D07865-01
-6.1139,-4.8094,-4.2614,-2.5936,-2.2843,-2.0055,1.8773,1.9007,1.915,1.9378,2.4733,2.9347,D05658-01
-4.4494,-3.8502,-3.7056,-3.6991,-3.4982,-3.0551,1.4998,1.6456,1.9449,2.0747,2.1178,2.6007,D05749-01
-5.6996,-5.6966,-5.5804,-4.3564,-1.2107,-0.8778,1.5674,1.5714,1.7496,1.842,2.0119,2.0128,D07943-01
-5.3699,-5.3657,-5.365,-4.0944,0,0,1.5584,1.5584,1.5587,1.7331,1.734,1.7342,D05145-01
-8.284,-6.2139,-6.208,-5.316,-4.8327,-4.4807,2.1205,2.2624,2.525,2.5918,2.9422,3.2119,D07255-01
-5.1838,-3.4619,-2.3565,-2.1881,-2.1818,-1.6702,1.3508,1.3515,1.6707,2.0981,2.4374,4.3407,D09882-01
-9.3119,-9.3109,-5.3708,-5.3684,-5.3676,-5.3652,2.1861,2.2495,3.0646,3.4069,4.0858,5.3507,D08302-01
-9.3119,-9.3109,-5.3708,-5.3684,-5.3676,-5.3652,0,0,0,0,0,0,D05915-01
-7.4981,-6.1569,-6.1563,-6.1535,-5.9542,-5.7853,2.5604,2.6696,2.901,2.9153,4.1301,4.6309,D07233-01
-7.095,-6.0316,-6.0306,-5.8638,-4.6029,-4.5965,2.2032,2.2314,2.3603,2.3651,2.4919,4.696,D07971-01
-0.5983,-0.5974,-0.4733,-0.4723,-0.4671,-0.464,0.4782,0.4824,0.5049,0.575,0.5822,0.7619,D08175-01
-9.8469,-9.844,-7.5483,-6.7534,-4.3982,-3.8843,3.1014,3.267,3.3972,3.7736,5.1001,5.3327,D06163-01
-9.2422,-9.0904,-9.0878,-5.1839,-4.5343,-4.0018,2.3649,2.7538,2.7559,2.9671,3.757,3.8793,D05952-01
-3.5039,-3.146,-3.143,-3.1419,-2.2426,-2.2204,1.8647,1.9346,1.937,2.327,2.3303,2.3618,D07858-01
-6.0303,-4.6238,-4.6102,-4.6095,-3.5393,-3.5319,1.574,1.5784,1.7417,1.9787,2.0085,3.5047,D09817-01
-5.4883,-5.4828,-5.4776,-4.6903,-4.5098,-4.427,2.2345,2.4227,2.4407,2.6598,3.0256,3.0604,D08856-01
-5.3176,-5.0224,-4.0421,-4.0367,-3.8477,-2.1342,1.509,1.6823,1.7228,1.7993,1.8807,4.0978,D05063-01
-3.0122,-1.9139,-1.9137,-1.9097,-1.2216,-0.7258,0.8144,0.8154,0.8933,0.904,0.9314,1.2356,D05732-01
-12.1974,-12.1941,-10.6382,-6.2641,-6.2604,-5.4693,3.7211,3.7213,3.7384,5.0386,5.063,5.8052,D08004-01
-10.4,-9.5393,-5.8189,-5.8183,-4.6323,-4.446,1.7299,1.7923,1.9841,3.0037,3.0303,5.2922,D05879-01
-10.6177,-10.6167,-10.6134,-6.0727,-4.0071,-3.9192,2.9948,3.5611,3.8205,3.8278,3.8278,5.2037,D08189-01
-5.7013,-5.6956,-4.3557,-4.3431,-2.0291,-1.9136,1.5598,1.5659,1.5664,1.5678,1.746,3.0943,D07608-01
-11.9938,-9.0918,-9.083,-5.8562,-5.8552,-4.9343,2.4314,2.7117,3.587,3.5985,3.7396,3.7428,D05380-01
-5.4453,-5.4453,-2.1638,-2.048,-1.9155,-1.034,0.9814,1.056,1.0748,1.17,1.2096,1.7005,D05016-01
-3.6394,-3.0136,-2.3304,-1.9151,-1.8398,-1.7209,0.9559,0.9761,0.9919,0.9943,1.4573,1.9699,D07719-01
-4.4389,-3.9868,-3.9847,-3.8881,-3.8282,-3.8267,1.9754,2.4168,2.4434,2.579,2.6609,2.9289,D08986-01
-0.6756,-0.6756,-0.4734,-0.4734,-0.4571,-0.4571,0.4713,0.4713,0.4911,0.5021,0.5021,0.9535,D09209-01
-0.7651,-0.4741,-0.4575,-0.393,-0.3879,-0.3866,0.324,0.3269,0.373,0.4692,0.5025,0.7959,D07244-01
-5.8418,-4.922,-4.9177,-4.8728,-3.0141,-2.0011,1.4722,1.5152,1.737,1.8179,1.8264,3.3769,D06618-01
-4.4176,-3.8534,-3.6983,-2.1526,-1.9168,-1.2149,0.8182,0.9875,1.074,1.4921,1.9302,2.6247,D08328-01
-5.144,-5.0531,-5.0516,-4.2109,-3.905,-3.8559,1.8548,2.2424,2.5476,2.7186,3.2559,4.1607,D07459-01
-5.6998,-5.6985,-4.3625,-4.3459,0,0,1.4515,1.5602,1.5606,1.5673,1.5729,1.7436,D08444-01
-6.1505,-4.6965,-4.6914,-4.6735,-3.0143,-1.2273,1.4626,1.4657,1.4981,1.6154,1.6241,1.6324,D08045-01
-4.8498,-4.8453,-4.7951,-4.7716,-2.0052,-1.9142,1.459,1.4646,1.4664,1.4664,1.4879,3.1984,D05596-01
-6.0277,-6.0251,-4.6491,-4.5986,-4.598,-4.5953,1.7408,2.3633,2.3636,2.903,3.1783,4.5686,D06012-01
-1.9152,-1.9151,-1.1318,-1.1318,-0.9922,-0.8953,0.506,0.6183,0.7365,0.8177,0.8181,1.8154,D06423-01
-5.0678,-4.5301,-4.4016,-3.8779,-3.7247,-3.559,2.0759,2.4552,2.5048,2.8049,3.3709,3.5004,D07978-01
-9.3196,-9.3051,-4.2044,-3.8549,-3.5337,-2.1494,1.4756,1.5368,1.6164,1.8267,2.6641,5.3463,D08994-01
-1.0482,-0.7054,-0.5974,-0.5744,-0.5582,-0.5547,0.2444,0.2614,0.2766,0.3192,0.3209,1.1481,D07795-01
-10.7954,-10.7809,-5.006,-3.7245,-3.1724,-3.0521,1.282,1.7496,2.7056,2.7237,3.3789,5.3465,D09544-01
-4.6254,-4.6251,-4.1166,-2.8834,-2.3917,-1.9158,1.3915,1.5508,1.5731,1.7658,2.0834,2.2834,D06065-01
-6.0314,-4.6047,-4.5946,-4.5915,-4.2145,-3.8511,1.4902,1.5655,1.5663,1.5772,2.6593,2.6625,D05008-01
-4.2297,-3.6564,-3.2036,-2.8437,-1.9128,-1.7766,1.2339,1.3991,1.429,1.7041,2.444,2.6705,D06141-01
-4.4482,-3.9406,-3.8524,-3.7074,-3.6959,-2.6009,1.4601,1.764,1.9354,2.2139,2.3688,2.5999,D09830-01
-10.783,-10.7809,-5.0901,-4.3769,-4.2948,-4.0921,2.3853,2.5491,2.7753,3.0803,3.2339,5.3702,D07650-01
-5.6979,-5.6965,-4.3612,-4.3595,-2.0109,-2.0096,1.4687,1.5613,1.5617,1.5648,1.565,1.7384,D05375-01
-9.316,-9.3127,-5.1371,-5.1365,-4.4103,-4.2903,1.7058,2.2188,2.4742,2.6174,3.4661,5.3327,D07675-01
-2.917,-1.007,-0.889,-0.7919,-0.5018,-0.4756,0.4637,0.4962,0.5095,0.5899,0.8413,0.8713,D05099-01
-6.0274,-4.624,-4.6183,-4.5884,-4.2096,-3.0207,1.4665,1.4668,1.5692,1.5758,1.5826,2.7327,D07492-01
-5.1389,-5.1361,-3.9253,-3.7011,-2.8315,-2.4094,1.1907,1.4666,1.7067,1.726,2.3639,3.441,D07354-01
-3.3269,-1.9139,-0.799,-0.6589,-0.4897,-0.4827,0.403,0.4788,0.4905,0.5025,0.6394,0.8162,D08193-01
-6.0279,-5.1808,-4.6134,-4.608,-4.6059,-1.0235,1.4615,1.4687,1.5736,1.5814,1.5836,1.5893,D06290-01
-7.3872,-6.5812,-6.0373,-5.7958,-4.4003,-4.0283,2.5959,2.6067,2.758,3.3734,4.0875,4.8451,D06115-01
-7.6502,-5.3396,-4.9362,-4.916,-4.9156,-3.017,2.2664,2.3132,2.3508,2.3644,3.5564,4.1512,D08404-01
-6.0334,-4.611,-4.6022,-4.595,-3.5356,-3.1436,1.5643,1.5661,1.5709,1.7706,1.9624,2.7083,D09976-01
-5.6983,-5.6946,-4.3577,-4.348,-2.03,-1.913,1.561,1.5667,1.5682,1.5685,1.7469,3.1026,D08318-01
-13.5145,-13.5119,-13.5116,-6.8819,-5.0776,-4.3743,3.2632,3.2692,3.286,6.1674,6.1962,6.2135,D09686-01
-9.313,-9.3088,-0.7493,-0.6539,-0.6493,-0.5548,0.5355,0.5495,0.5506,0.6085,0.685,5.3337,D09942-01
-15.4662,-9.6244,-9.3249,-9.3212,-8.8237,-4.7884,2.9199,3.2669,3.2725,3.7662,3.8429,5.278,D05496-01
-9.6229,-8.8266,-4.4314,-3.6436,-3.0586,-3.014,1.8235,2.1163,2.1953,2.4984,2.8953,5.2702,D05600-01
-9.6242,-8.8268,-3.9829,-3.881,-3.8272,-3.6436,2.1079,2.1333,2.2885,2.3817,2.8141,5.2533,D05411-01
-2.5671,-1.3972,-1.093,-1.0926,-0.8208,-0.6419,0.5907,0.6797,0.7684,1.1107,1.1466,1.1656,D06285-01
-6.159,-5.4945,-5.2531,-4.6871,-4.6869,-4.678,1.6113,1.6114,1.7848,1.8731,2.1141,2.3384,D09781-01
-2.3788,-1.9139,-1.913,-1.9127,-1.9114,-1.7112,1.4708,1.4962,1.744,2.1732,2.26,2.3322,D08897-01
-4.2321,-4.1509,-3.4804,-3.3922,-2.4753,-2.3911,1.4374,1.8265,1.8993,2.0218,2.2027,2.3433,D06263-01
-4.6877,-3.2592,-1.9588,-1.0392,-0.7931,-0.7494,0.4635,0.5284,0.5684,0.6811,1.5441,1.9022,D08475-01
-1.0449,-0.7053,-0.5979,-0.5739,-0.5556,-0.5552,0.2542,0.2586,0.2759,0.3402,0.3411,1.1492,D08165-01
-6.245,-6.0285,-4.9346,-4.93,-4.6243,-4.6243,1.7417,2.4428,2.4539,3.2101,3.2143,3.995,D09718-01
-6.3194,-6.1556,-6.0094,-4.9454,-4.9423,-4.9162,1.8873,1.9036,1.9079,1.9105,1.9157,2.0368,D07272-01
-6.1571,-5.966,-4.7044,-4.6624,-4.4365,-4.4309,1.8361,1.9544,2.0252,2.0462,2.1495,2.5194,D08956-01
-6.2581,-6.0306,-5.0056,-5.0048,-4.7419,-4.7371,1.6966,1.9817,2.0048,2.1321,2.4034,4.6451,D07072-01
-10.8505,-10.8484,-10.8483,-10.8464,-10.846,-10.8455,6.1362,6.1376,6.1384,6.1389,6.1435,6.145,D05795-01
-4.4293,-3.1204,-3.1191,-3.0508,-2.8593,-2.8535,1.532,1.5655,1.5972,1.6367,1.8974,2.0506,D05084-01
-4.4284,-3.1447,-3.1426,-3.1423,-3.1417,-3.1391,2.2905,2.3187,2.32,2.3211,2.3296,2.3356,D07576-01
-5.3771,-5.3645,-5.3588,-4.6456,-4.4874,-4.1098,1.9054,1.9726,2.4523,2.6016,2.858,2.9344,D09566-01
-10.6089,-10.5991,-3.7016,-2.8925,-2.8902,-1.9289,1.0495,1.0522,1.133,1.2361,1.6942,5.3037,D09861-01
-12.1906,-10.635,-10.6318,-9.3187,-9.316,-6.2601,3.7415,3.7423,4.423,5.036,5.0485,5.3367,D05809-01
-4.2813,-3.0055,-1.9151,-1.3363,-1.1968,-1.1333,0.8175,0.9042,1.09,1.0977,1.1436,1.5258,D08973-01
-13.9149,-13.9149,-13.9149,-13.9149,4.7921,4.7921,4.7921,4.7921,4.7936,4.7936,4.7936,4.7936,D09201-01
-8.814,-6.464,-6.1168,-4.8112,-4.2623,-3.5524,1.9307,1.9742,2.344,2.3962,2.9448,4.4134,D09906-01
-4.8608,-4.8606,-4.8555,-4.7718,-2.0945,-2.0464,1.4557,1.4885,1.4917,1.5095,1.7198,2.1257,D06107-01
-5.3667,-5.3667,-5.3642,-4.605,-4.2816,-3.0046,1.7368,1.748,1.7513,1.7515,2.3996,2.5214,D08204-01
-6.1517,-4.7048,-4.7022,-4.6963,-2.0455,-2.0397,1.5098,1.5947,1.5963,1.598,1.7214,2.228,D07336-01
-5.4439,-5.4401,-5.3891,-4.491,-3.8512,-3.1031,1.6089,1.6971,1.772,1.7773,2.0277,2.5964,D05170-01
-3.5325,-3.4598,-3.4299,-3.428,-3.15,-2.8899,1.0176,1.1569,1.2041,1.2154,1.4407,1.9742,D05744-01
-5.005,-5.0035,-4.401,-3.7207,-3.5377,-3.1628,1.4604,1.5792,1.6364,1.9664,2.8168,3.34,D08947-01
-14.5463,-9.1275,-9.1257,-6.8175,-6.0888,-5.4927,2.7216,2.9198,3.5914,3.6137,4.7114,7.4669,D09885-01
-6.0753,-5.2429,-4.434,-3.8878,-3.6151,-3.0581,1.401,1.5815,1.5881,1.9953,2.017,2.6462,D09766-01
-4.489,-4.1074,-3.5853,-3.2911,-2.5855,-2.2177,1.6598,1.7625,1.7661,1.8118,2.4007,2.598,D06131-01
-3.5165,-3.0459,-3.024,-2.7947,-1.5975,-1.1838,0.8224,0.8467,0.8574,2.0563,2.1619,3.2629,D06217-01
-15.3388,-9.3325,-9.3184,-4.8647,-4.2894,-4.0958,3.7249,3.8145,3.9073,3.9309,3.932,4.5415,D09869-01
-13.5232,-13.5041,-13.5035,-6.8663,-3.8745,-3.2653,3.263,3.2891,3.4773,6.1707,6.1921,6.2221,D08581-01
-1.9153,-1.1336,-1.0098,-0.6029,-0.5305,-0.3162,0.3277,0.3365,0.6238,0.7371,0.818,0.9658,D08359-01
-9.6244,-8.8264,-3.9814,-3.882,-3.8273,-3.6438,2.107,2.2168,2.2872,2.3853,2.8841,5.2804,D08438-01
-5.3265,-3.4241,-3.4231,-2.0335,-1.966,-1.8706,0.7468,0.953,1.1811,1.1853,1.5566,5.1042,D05745-01
-6.154,-4.6976,-4.6919,-4.6739,-4.4307,-3.3264,1.6332,1.7181,1.7988,1.8838,1.9981,3.1625,D05760-01
-6.0304,-6.0257,-4.6235,-4.615,-4.5996,-4.5868,1.5767,1.5896,1.595,1.5987,1.7487,1.8334,D05405-01
-6.0309,-6.03,-4.6054,-4.6017,-4.5963,-4.5917,1.5782,1.5792,1.5833,2.3514,2.3688,4.7804,D08692-01
-6.0287,-4.6248,-4.6139,-4.6015,-2.6733,-2.4012,1.4774,1.4794,1.5716,1.573,1.5773,1.6275,D05742-01
-6.0312,-5.9491,-5.9031,-5.8818,-1.7549,-1.1246,2.026,2.0372,2.0502,2.3902,2.3914,2.3915,D07178-01
-4.2888,-4.2874,-2.9985,-2.9975,-1.6718,-1.671,1.3222,1.5376,1.5381,2.1211,2.1213,2.1803,D06487-01
-6.0321,-4.6258,-4.6132,-4.6121,-0.7858,-0.7855,1.4664,1.4664,1.4767,1.574,1.5744,1.5775,D07406-01
-6.1524,-5.3638,-4.836,-4.7011,-4.6938,-4.6776,1.7325,1.7938,2.4279,2.6834,2.9655,3.9759,D09876-01
-5.3706,-5.3659,-5.3641,-4.1028,-1.9126,-0.7806,1.5592,1.5606,1.5608,1.7335,1.7339,1.7351,D07158-01
-9.2695,-6.9705,-6.9611,-5.1376,-5.1349,-4.5799,2.1304,2.1361,2.1414,2.5821,2.8973,2.9967,D07886-01
-4.8,-4.7876,-4.7811,-4.7722,-1.5415,-1.0833,1.3916,1.4158,1.4324,1.4953,1.4995,1.5439,D05927-01
-10.7898,-10.7812,-4.6955,-4.6955,-4.6933,-3.0584,1.7344,1.7522,1.7719,2.7198,2.7286,5.3525,D05382-01
-5.0036,-4.1167,-3.1684,-2.8947,-2.8867,-2.3441,1.4867,1.5606,1.6696,1.7576,2.1067,2.891,D06200-01
-5.1822,-5.1818,-3.706,-3.704,-3.5408,-3.537,1.7711,1.7773,1.9049,1.9071,1.935,2.5083,D08976-01
-9.3183,-9.308,-4.2958,-3.9435,-3.6985,-3.6951,1.5436,1.6322,1.706,1.8433,2.3634,5.3339,D06609-01
-9.3089,-9.3078,-9.3063,-9.3047,-3.6229,-3.6066,2.6425,3.026,3.1867,3.2506,5.3446,5.3491,D05583-01
-4.0027,-1.6541,-1.1248,-0.8698,-0.8121,-0.5024,0.4651,0.4743,0.5986,0.5995,1.3286,1.3395,D05505-01
-6.1547,-6.0316,-4.6984,-4.6955,-1.912,-1.6666,1.5963,1.6063,1.8833,1.9517,2.059,2.1997,D09902-01
-7.3547,-7.3456,-7.1511,-4.9921,-3.5374,-3.5374,1.9035,2.1561,2.2354,2.2418,2.3382,3.8212,D08372-01
-3.7002,-3.3063,-2.886,-2.2405,-2.0754,-2.0122,0.8244,0.9896,1.06,1.4939,1.983,3.3368,D07531-01
-10.0705,-10.0496,-1.6808,-1.4563,-1.4354,-1.0231,0.9593,0.9636,0.97,1.4337,1.487,5.3839,D08995-01
-6.0259,-5.5327,-4.6623,-4.6036,-4.5991,-4.5983,1.5731,1.5798,1.9112,1.9467,2.703,2.7042,D08552-01
-5.5815,-4.8158,-4.7992,-4.7989,-4.5182,-3.9399,2.2907,2.4664,2.5333,2.6686,3.3373,4.5917,D05711-01
-6.0217,-4.627,-4.6259,-4.5968,-4.2784,-3.0023,1.5717,1.5745,1.5837,1.5837,1.5854,2.5761,D08343-01
-6.1774,-6.1525,-6.1437,-6.0143,-5.2705,-4.714,2.3937,2.421,2.4942,2.5898,3.1402,3.558,D06306-01
-5.3691,-5.3685,-5.3676,-4.1054,0,0,1.561,1.5614,1.5617,1.7339,1.7342,1.7347,D08174-01
-6.0302,-4.6433,-4.6379,-4.5843,-3.4552,-3.4038,1.567,1.578,1.5847,1.5874,1.627,2.6451,D06559-01
-9.3171,-9.2914,-3.8215,-2.1287,-2.1267,-2.1258,2.555,2.6947,2.8056,2.8721,3.0709,5.3378,D06039-01
-6.0295,-4.6251,-4.6144,-4.6029,-4.2059,-3.8542,1.4741,1.4793,1.5712,1.5731,1.5775,2.6467,D08643-01
-5.4855,-5.4804,-5.479,-4.6913,-4.4314,-4.4308,2.1875,2.2154,2.6454,2.7151,3.1838,3.5482,D08917-01
-3.6988,-2.8495,-2.2723,-2.2621,-2.141,-2.0948,0.7043,1.5819,1.6206,1.6685,1.6812,1.6942,D07314-01
-6.0281,-4.6252,-4.6174,-4.6095,-0.8081,-0.7546,1.4583,1.4745,1.4751,1.5733,1.5755,1.5787,D07758-01
-5.8286,-5.8207,-4.5871,-4.4243,-4.4238,-3.5996,1.6085,1.6187,1.8167,1.9683,2.1134,3.2709,D05366-01
-10.8004,-10.776,-5.6988,-5.6973,-4.3653,-4.3614,1.7394,1.7544,2.7096,2.7174,3.8083,5.3481,D08299-01
-3.782,-3.5621,-3.4107,-3.2106,-3.1971,-3.0346,1.6706,1.7765,2.2038,2.8111,2.9395,3.2025,D09865-01
-5.4428,-5.4415,-4.6502,-3.7387,-2.7805,-2.6082,1.6177,1.6882,1.6976,1.7679,1.8285,1.8971,D07360-01
-13.6933,-13.6928,-12.7536,-12.7534,-12.7527,-12.7515,5.8864,5.904,6.0904,6.0914,6.0964,6.1058,D09573-01
-5.7928,-5.7916,-5.7909,-5.7904,-4.8879,-4.8879,2.2642,2.2645,2.2647,2.2651,3.5434,3.5436,D07204-01
-9.6246,-8.8263,-3.9818,-3.7939,-2.1446,-1.8267,1.4049,1.8725,2.1981,2.5008,3.4366,5.2513,D08899-01
-4.4309,-3.6395,-3.1526,-3.1497,-3.0556,-3.0134,1.3632,1.4084,1.4567,1.4635,1.5684,1.9667,D05616-01
-6.1563,-5.8802,-5.6685,-4.8363,-4.6895,-4.686,2.6678,2.7804,2.8039,3.06,3.469,3.4784,D07835-01
-6.029,-5.9201,-5.3542,-4.6057,-4.5938,-4.1249,1.8679,1.8972,2.0167,2.373,2.7094,2.765,D09871-01
-5.3666,-5.3645,-5.364,-4.9492,-4.6456,-4.6063,2.4306,2.4982,2.6175,2.6596,2.9668,3.053,D08481-01
-7.5582,-7.5577,-6.032,-4.6094,-4.6074,-4.6003,1.4715,1.4761,1.5675,1.5696,1.5738,2.3411,D09953-01
-4.5965,-1.7342,-0.9344,-0.7521,-0.4621,-0.4292,0.3919,0.4125,0.4489,0.4687,0.6843,0.8363,D07751-01
-5.6987,-5.6976,-4.8756,-4.7658,-4.4881,-4.3259,2.3028,2.3639,2.5077,2.6433,2.6957,3.0437,D09780-01
-4.8748,-4.8705,-4.8632,-4.8373,0,0,1.4581,1.4637,1.4806,1.491,1.4923,1.4944,D07672-01
-9.3158,-9.3098,-0.753,-0.6683,-0.6132,-0.5852,0.5474,0.5627,0.6056,0.6105,0.6158,5.3435,D08058-01
-6.1664,-5.9557,-5.8371,-5.8206,-5.7092,-5.2633,2.0781,2.223,2.2615,2.358,2.9349,3.1391,D09647-01
-1.4242,-1.3897,-1.2355,-1.2303,-1.1402,-1.0996,0.5744,0.8061,0.81,0.9088,1.3434,1.4926,D05261-01
-6.0285,-5.9058,-4.5977,-4.589,-4.4136,-3.8482,1.8641,1.903,1.9506,2.0086,2.01,2.6213,D08494-01
-9.6234,-9.6224,-8.8268,-8.8236,-4.4423,-4.4419,1.566,2.0117,2.2472,2.2496,5.2944,5.2962,D07920-01
-4.6581,-3.5781,-3.2757,-2.4922,-2.3473,-1.8356,1.3803,1.4368,1.5284,1.6305,1.6835,1.6989,D05346-01
-5.3347,-5.3334,-2.4211,-1.8751,-1.7173,-0.8516,1.1644,1.1673,1.1848,1.1863,1.2879,2.3229,D08500-01
-6.6646,-5.0718,-4.2225,-4.2181,-3.5599,-2.893,1.5328,1.5744,2.038,2.0383,2.1476,2.905,D07274-01
-13.6933,-12.7527,-12.7513,-6.7958,-3.6393,-3.394,3.1194,3.1437,3.248,5.91,6.0841,6.0984,D07802-01
-4.7763,-3.9993,-3.8536,-2.1522,-1.9159,-1.2319,0.8179,1.0672,1.0758,1.6149,1.9304,2.6312,D08063-01
-9.746,-9.1385,-8.3929,-6.5021,-6.3943,-6.2605,3.0834,3.1679,3.2173,3.8569,4.9341,5.6473,D05407-01
-10.6195,-10.5982,-9.3156,-9.3142,-9.3122,-9.3115,3.6585,3.6689,5.3327,5.3333,5.3426,5.3501,D08468-01
-3.637,-3.0129,-2.3276,-1.9161,-1.8212,-1.2402,0.9885,0.9983,1.3207,1.4518,1.5058,1.6239,D08227-01
-3.4512,-3.2039,-3.1935,-2.7865,-2.4619,-2.1174,1.1597,1.2111,1.2904,1.6413,2.2465,2.3996,D07907-01
-6.0265,-4.6107,-4.6035,-4.5928,-2.582,-1.6714,1.4713,1.4736,1.5661,1.5682,1.5721,2.7088,D07395-01
-5.3665,-5.3661,-5.3642,-4.1109,-1.3739,-1.0818,1.5612,1.5617,1.5618,1.7335,1.7343,1.7353,D08215-01
-6.6749,-6.0572,-5.2452,-4.7989,-4.7987,-4.7608,2.2147,2.4223,2.587,2.6894,2.8964,2.899,D05572-01
-6.1524,-4.7008,-4.6897,-4.6786,-1.9135,-1.1263,1.4641,1.4747,1.4978,1.614,1.6188,1.6281,D07831-01
-2.9907,-2.9899,-1.01,-1.0078,-0.8566,-0.6823,0.6714,0.7501,0.757,0.7638,0.7949,0.9284,D08671-01
-11.1557,-10.2301,-5.3571,-4.6404,-4.4477,-4.2372,2.7138,2.7436,2.8122,2.9335,3.8821,5.315,D07645-01
-6.0297,-5.152,-4.586,-4.5731,-4.2793,-3.703,1.6323,1.6825,1.7645,1.9423,2.3202,3.5375,D08434-01
-5.7944,-5.7937,-5.792,-5.7896,-4.8883,-4.8883,2.2646,2.2648,2.2655,2.2659,3.544,3.544,D07205-01
-6.3338,-6.148,-4.7076,-4.6887,-4.4291,-3.0545,1.631,1.6387,1.8342,1.9495,2.0126,2.1872,D05013-01
-6.0337,-4.6451,-4.6353,-4.6115,-2.7476,-1.1424,1.4593,1.4953,1.5538,1.5603,1.5745,1.5784,D07548-01
-3.8899,-3.789,-3.7875,-2.1677,-2.1663,-1.6488,1.2711,1.2926,1.2939,1.4926,1.4931,3.2838,D05004-01
-4.3438,-2.9037,-1.0417,-0.643,-0.1717,-0.149,0,0,0.1283,0.3398,1.219,1.4018,D05630-01
-10.8366,-10.822,-10.8216,-10.8178,-10.8178,-10.8126,6.1323,6.1505,6.1841,6.188,6.2119,6.2266,D07119-01
-6.8163,-5.1814,-4.9567,-4.9567,-4.3951,-3.8754,2.001,2.4376,2.5624,3.4982,3.5011,3.5517,D06239-01
-1.4242,-1.3893,-1.2355,-1.2301,-1.1395,-1.0996,0.5743,0.8061,0.8096,0.9088,1.3434,1.4926,D05259-01
-6.0882,-6.0296,-5.7111,-5.0126,-4.6036,-4.592,1.6183,1.6999,2.0793,2.2477,2.3202,4.1425,D05495-01
-6.0285,-4.6275,-4.6194,-4.6109,-1.5292,-1.0377,1.4639,1.4748,1.4748,1.5707,1.5747,1.5791,D07875-01
-9.6265,-8.8249,-2.8559,-1.1543,-0.92,-0.8624,0.85,0.8935,0.8939,1.1869,1.2105,5.2795,D08931-01
-7.3692,-6.5756,-5.8769,-5.3158,-4.401,-4.2375,2.3834,2.4451,2.6726,3.2255,3.3973,3.5566,D06340-01
-9.6236,-8.826,-3.9276,-3.9148,-1.9236,-1.9115,1.2156,1.2335,1.8263,1.904,1.9917,5.2799,D07932-01
-6.1444,-4.7928,-4.7866,-4.683,-4.6633,-4.6553,2.4528,2.4865,2.5465,2.5931,3.2236,3.8539,D09650-01
-6.0287,-4.6273,-4.6196,-4.6138,-3.7082,-3.3186,1.5844,1.7416,1.7428,1.9401,2.5737,3.9434,D08687-01
-3.6998,-3.6995,-1.3094,-1.3089,-1.0697,-1.0697,0.6283,0.6617,0.6634,0.6987,0.9799,1.9993,D08324-01
-9.3137,-9.312,-7.1364,-6.0296,-6.0289,-4.6161,2.4938,2.5156,2.5879,2.6096,4.7644,5.3288,D07662-01
-11.1591,-10.2326,-4.7141,-4.713,-4.4006,-4.2369,2.8505,2.9771,2.9925,3.2268,3.2865,5.3402,D07652-01
-4.4348,-4.4333,-4.4316,-4.431,-4.431,-4.4307,1.7713,1.8251,1.8494,1.8718,1.9375,1.9772,D05935-01
-6.1525,-5.4804,-5.4206,-5.2428,-4.8109,-4.6994,1.611,1.7148,1.7461,1.7495,2.3966,3.2964,D05472-01
